booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone
B1941,P1913,UK230,2025-06-13 11:37:36.952,CANCELLED,L2741025,19D,Farhan Pal,+91-6859765442
B1942,P1036,AI145,2025-07-18 11:37:36.952,CANCELLED,R9899488,23D,Riya Kunda,+91-9749086625
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,K8993005,7E,Varenya Kala,+91-8564592940
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,R5635584,10B,Saksham Yohannan,+91-9785209984
B1945,P1507,6F207,2025-11-03 11:37:36.952,CONFIRMED,C7266256,24A,Anika Magar,+91-8511008592
B1946,P1226,UK144,2026-03-30 11:37:36.952,CONFIRMED,A7001441,15A,Laksh Chopra,+91-9646796602
B1947,P1319,AI126,2025-10-22 11:37:36.952,CONFIRMED,Z6240871,1A,Wriddhish Kibe,+91-9539351615
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,W9041728,10A,Chandresh Wali,+91-9537704234
B1949,P1915,6F040,2025-05-16 11:37:36.952,PENDING,F3811522,15B,Upkaar Kaul,+91-7294327188
B1950,P1181,UK049,2025-06-15 11:37:36.952,CONFIRMED,F8240847,21B,Charles Chaudhry,+91-7484309225
B1951,P1873,UK049,2026-03-18 11:37:36.952,CANCELLED,Y9940041,3F,Odika Narayanan,+91-8585729796
B1952,P1085,AI087,2025-10-18 11:37:36.952,CONFIRMED,Y1351135,2C,Urmi Chaudhry,+91-7442184789
B1953,P1466,AI152,2025-05-24 11:37:36.952,CANCELLED,R2289206,19A,Laksh Ahluwalia,+91-8625462480
B1954,P1925,SJ240,2025-11-06 11:37:36.952,CONFIRMED,W0978302,2A,Nakul Ray,+91-6422232001
B1955,P1052,AI212,2025-09-14 11:37:36.952,PENDING,D9453419,22B,Vamakshi Sood,+91-6804145387
B1956,P1859,AI064,2025-09-21 11:37:36.952,CONFIRMED,J4786742,3B,Ryan Mani,+91-6788869169
B1957,P1866,6F093,2025-06-07 11:37:36.952,CONFIRMED,V8930635,32E,Ekani Mangal,+91-6823367600
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,H7891213,29C,Daniel Chakraborty,+91-7982636511
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,N9905585,23D,Vincent Warrior,+91-8736037933
B1960,P1778,6F183,2026-01-30 11:37:36.952,CANCELLED,X4084290,27E,Baljiwan Gill,+91-9708208946
B1961,P1798,6F200,2025-07-15 11:37:36.952,CONFIRMED,Z0452898,28A,Omisha Goda,+91-9171594518
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,B6567337,18C,Balhaar Ranganathan,+91-9146419246
B1963,P1495,UK030,2026-02-24 11:37:36.952,CONFIRMED,C6527613,27F,Warhi Grewal,+91-6420878001
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,X8025308,18B,Bimala Barad,+91-9876192887
B1965,P1099,6F090,2026-01-29 11:37:36.952,CONFIRMED,N9929644,20D,Aditya Misra,+91-9293649379
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,L0842324,12B,Hredhaan Nayak,+91-8650060512
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,A0417241,22C,Bhavani Sha,+91-7527693141
B1968,P1402,6F089,2025-10-11 11:37:36.952,CONFIRMED,Y1585574,2D,Wakeeta Desai,+91-7995604142
B1969,P1395,6F218,2026-04-08 11:37:36.952,CONFIRMED,T9602425,29A,Yamini Sidhu,+91-7919145719
B1970,P1526,6F241,2025-11-26 11:37:36.952,CONFIRMED,G3295945,12B,Anjali Hans,+91-6445915066
B1971,P1414,6F116,2025-08-20 11:37:36.952,CONFIRMED,Z8286304,2B,Isaiah Narayanan,+91-9521239642
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,F9917217,19B,Nicholas Shanker,+91-7990368516
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,E0416782,8C,Aarini Grewal,+91-7733873057
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,F6693706,15B,Akshay Nazareth,+91-8906943035
B1975,P1462,UK148,2025-08-26 11:37:36.952,UNKNOWN,B3139280,20E,Chakrika Hans,+91-8108149630
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,F2061901,16F,Parth Ravi,+91-7327253619
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,M9379719,4A,Prisha Varma,+91-6793774286
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,A2956162,12C,Falak Chadha,+91-9868307464
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,J7185594,1F,Nandini Chandran,+91-9722090698
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,Y2304532,15A,Qasim Dey,+91-9798887348
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,Z7781456,19D,Vansha Naik,+91-8999652612
B1982,P1083,6F162,2025-06-17 11:37:36.952,UNKNOWN,H7019453,7A,Yuvraj Ahuja,+91-9635746975
B1983,P1270,UK101,2025-06-28 11:37:36.952,UNKNOWN,P6650527,27A,Advika Rajagopal,+91-7128457066
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,X2815780,27F,Warinder Sekhon,+91-6955937129
B1985,P1387,6F239,2025-09-28 11:37:36.952,CONFIRMED,Y0223116,31F,Amara Narayan,+91-9125813192
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,N7635322,13F,Chasmum Apte,+91-9232182114
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,W5921268,19F,Advika Parsa,+91-8544620463
B1988,P1165,6F248,2026-02-17 11:37:36.952,PENDING,H7114294,13A,Warinder Bhatia,+91-6131050464
B1989,P1790,6F002,2025-12-10 11:37:36.952,UNKNOWN,H7539892,16F,Jagat Shroff,+91-6322456840
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,E4659866,14B,Damyanti Dutta,+91-9910638281
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,W4178376,22E,Nidra Thakkar,+91-6465960428
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,G8201140,25C,Deepa Dalal,+91-7851972908
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,P6426735,5B,Chakrika Pillai,+91-9296579255
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,J5533756,21D,Timothy Kanda,+91-9541020874
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,J8784962,11C,Kiaan Sridhar,+91-8860378644
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,M1046250,27E,Michael Sha,+91-7709329827
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,P5685120,27B,Kashvi Sagar,+91-9548706636
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,T2935097,14C,Urishilla Yogi,+91-8248695033
B1999,P1412,UK124,2025-08-08 11:37:36.952,UNKNOWN,C2914650,12B,Tejas Kota,+91-7414292188
